"Year","TakeMethod","Unit","UnitID","Hunters","Harvest","Success","Days","Antlered","Antlerless","%4+Pts","%5+Pts","%Whitetail"
2010,"Any Weapon","1",1,6605,2564,38.8,47006,2193,371,57.4,24.9,91.7
2010,"Archery","1",1,605,117,19.4,3995,93,24,61.9,29.5,94
2010,"Muzzleloader","1",1,28,6,22.5,106,6,,15.9,0,100
2010,"All Weapons Combined","1",1,7238,2688,37.1,51108,2292,396,57.5,25,91.8
2010,"Any Weapon","2",2,2968,847,28.6,19517,734,113,58.1,27.6,99
2010,"Archery","2",2,331,63,19,2163,40,23,75,30.7,98.4
2010,"Muzzleloader","2",2,6,1,16.7,17,1,,0,0,100
2010,"All Weapons Combined","2",2,3305,911,27.6,21697,775,136,58.9,27.7,98.9
2010,"Any Weapon","3",3,3732,933,25,20901,816,117,62.5,26.2,97.9
2010,"Archery","3",3,564,104,18.5,2905,50,55,38.3,8.1,99
2010,"Muzzleloader","3",3,40,5,12.5,92,4,1,75,50,100
2010,"All Weapons Combined","3",3,4336,1043,24,23898,870,173,61.1,25.3,98.1
2010,"Any Weapon","4",4,3908,541,13.9,22067,463,79,52.8,24,72.2
2010,"Archery","4",4,903,65,7.2,6197,44,20,50.4,26.1,87.6
2010,"Muzzleloader","4",4,746,126,16.9,3091,99,28,69.5,35.2,96
2010,"All Weapons Combined","4",4,5558,732,13.2,31346,606,127,55.3,26,77.6
2010,"Any Weapon","4A",5,613,128,20.9,3538,117,11,48.8,25.3,80.1
2010,"Archery","4A",5,109,9,8.1,610,7,2,14.8,0,100
2010,"Muzzleloader","4A",5,2,,0,4,0,0,0,0,0
2010,"All Weapons Combined","4A",5,724,137,18.9,4151,124,13,46.9,23.9,81.4
2010,"Any Weapon","5",6,2053,779,38,13215,666,113,66.4,35.1,98.6
2010,"Archery","5",6,199,38,18.8,1044,29,9,57.9,7,100
2010,"Muzzleloader","5",6,3,,0,25,0,0,0,0,0
2010,"All Weapons Combined","5",6,2255,817,36.2,14284,695,122,66.1,34,98.7
2010,"Any Weapon","6",7,2247,727,32.4,15187,644,83,58.8,27,88.3
2010,"Archery","6",7,257,17,6.8,1637,11,6,56.1,38.5,82.7
2010,"Muzzleloader","6",7,12,1,8.5,29,1,,0,0,100
2010,"All Weapons Combined","6",7,2516,746,29.6,16853,657,89,58.7,27.2,88.2
2010,"Any Weapon","7",8,311,32,10.2,1745,32,,52.8,12.6,37
2010,"Archery","7",8,85,1,1.2,612,1,,100,100,100
2010,"Muzzleloader","7",8,66,8,12.2,243,7,1,57.1,14.3,87.5
2010,"All Weapons Combined","7",8,461,41,8.8,2600,40,1,54.7,15.1,48.5
2010,"Any Weapon","8",9,2587,1041,40.2,16727,750,291,62.3,27.3,97.6
2010,"Archery","8",9,117,9,7.7,781,7,2,42.9,28.6,100
2010,"Muzzleloader","8",9,14,5,39.2,80,4,1,0,0,100
2010,"All Weapons Combined","8",9,2717,1055,38.8,17587,762,294,61.8,27.2,97.7
2010,"Any Weapon","8A",10,4199,1553,37,29531,1102,450,70.7,33.8,97.4
2010,"Archery","8A",10,242,20,8.3,1722,17,3,88.2,29.4,100
2010,"Muzzleloader","8A",10,145,48,33.1,468,2,46,0,0,100
2010,"All Weapons Combined","8A",10,4587,1621,35.3,31722,1121,499,70.9,33.7,97.5
2010,"Any Weapon","9",11,113,8,7.4,735,7,1,13.6,0,47.7
2010,"Archery","9",11,21,,0,284,0,0,0,0,0
2010,"Muzzleloader","9",11,3,1,33.3,6,,1,0,0,100
2010,"All Weapons Combined","9",11,137,9,6.9,1025,7,2,13.6,0,53.3
2010,"Any Weapon","10",13,714,191,26.8,3958,151,40,56,17.8,92.2
