"Year","TakeMethod","Unit","UnitID","Hunters","Harvest","Success","Days","Antlered","Antlerless","%4+Pts","%5+Pts","%Whitetail"
2009,"Any Weapon","1",1,7923,2402,30.3,55304,2035,365,61.4,26.3,89.4
2009,"Archery","1",1,737,91,12.3,5226,70,21,76.7,30.4,97.8
2009,"Muzzleloader","1",1,42,8,19.2,170,6,2,100,50,100
2009,"All Weapons Combined","1",1,8701,2501,28.7,60700,2111,388,62,26.5,89.7
2009,"Any Weapon","2",2,3632,968,26.6,26535,849,119,66.6,25.2,95.5
2009,"Archery","2",2,373,41,10.9,2229,33,8,42.7,15.2,75.7
2009,"Muzzleloader","2",2,18,2,11.2,141,2,,50,50,100
2009,"All Weapons Combined","2",2,4022,1010,25.1,28904,884,127,65.6,24.9,94.7
2009,"Any Weapon","3",3,4143,923,22.3,25011,743,178,62.6,25.3,97.2
2009,"Archery","3",3,558,113,20.2,3760,70,43,41.8,21.6,91.5
2009,"Muzzleloader","3",3,44,11,24,116,10,1,100,0,100
2009,"All Weapons Combined","3",3,4746,1046,22,28887,823,222,61.3,24.7,96.6
2009,"Any Weapon","4",4,4428,489,11,26027,378,111,53.6,14.9,82.8
2009,"Archery","4",4,813,22,2.7,6349,19,3,36.4,26,73
2009,"Muzzleloader","4",4,824,132,16,3606,103,29,76.5,20.6,88.7
2009,"All Weapons Combined","4",4,6065,643,10.6,35983,500,143,57.7,16.6,83.6
2009,"Any Weapon","4A",5,593,83,14,3381,76,7,48.7,23,90.3
2009,"Archery","4A",5,45,6,13.3,296,5,1,60,20,100
2009,"Muzzleloader","4A",5,3,0,0,17,0,0,0,0,0
2009,"All Weapons Combined","4A",5,641,89,13.9,3694,81,8,49.4,22.8,91
2009,"Any Weapon","5",6,2340,716,30.6,16453,638,77,73.7,28.7,95.1
2009,"Archery","5",6,190,36,18.7,950,26,10,76.5,7.8,97.2
2009,"Muzzleloader","5",6,35,11,30.9,182,11,,18.3,9.2,100
2009,"All Weapons Combined","5",6,2564,762,29.7,17585,674,87,72.9,27.6,95.2
2009,"Any Weapon","6",7,2716,670,24.7,18260,594,75,68.5,28.6,86.1
2009,"Archery","6",7,183,15,8.2,1223,13,2,76.7,7.8,100
2009,"Muzzleloader","6",7,8,1,12.5,29,1,,100,100,100
2009,"All Weapons Combined","6",7,2907,686,23.6,19513,608,77,68.7,28.2,86.4
2009,"Any Weapon","7",8,407,43,10.6,2608,39,4,71.9,10.2,74.5
2009,"Archery","7",8,96,0,0,916,0,0,0,0,0
2009,"Muzzleloader","7",8,100,14,13.6,530,14,,85.4,0,85.4
2009,"All Weapons Combined","7",8,603,57,9.4,4054,53,4,75.4,7.6,77.1
2009,"Any Weapon","8",9,2744,1066,38.8,18035,751,315,63.4,25.8,94.1
2009,"Archery","8",9,73,6,8.2,475,6,,50,33.3,100
2009,"Muzzleloader","8",9,2,2,100,4,2,,100,100,100
2009,"All Weapons Combined","8",9,2819,1074,38.1,18513,759,315,63.4,26,94.1
