"Year","TakeMethod","Unit","UnitID","Hunters","Harvest","Success","Days","Antlered","Antlerless","%4+Pts","%5+Pts","%Whitetail"
2001,"Any Weapon","1",1,5263,2696,51,34432,1819,877,51,20,88
2001,"Archery","1",1,540,99,18,3060,69,30,58,37,86
2001,"All Weapons Combined","1",1,5263,2615,49.7,34432,1794,817,,,
2001,"Any Weapon","2",2,2273,917,40,13978,580,337,48,22,95
2001,"Archery","2",2,307,35,11,1520,22,13,59,18,97
2001,"All Weapons Combined","2",2,2273,888,39.1,13978,569,318,,,
2001,"Any Weapon","3",3,3147,1110,35,16501,724,386,48,19,94
2001,"Archery","3",3,490,57,12,1984,34,23,47,23,96
2001,"All Weapons Combined","3",3,3147,1067,33.9,16501,709,353,,,
2001,"Any Weapon","4",4,3265,550,17,16771,259,291,43,17,73
2001,"Archery","4",4,709,46,7,3781,21,25,63,42,74
2001,"Muzzleloader","4",4,640,120,19,2412,105,15,67,27,82
2001,"All Weapons Combined","4",4,3265,512,15.7,16771,253,259,,,
2001,"Any Weapon","4A",5,406,113,28,1800,70,43,59,25,83
2001,"Archery","4A",5,63,4,7,269,3,1,33,0,75
2001,"All Weapons Combined","4A",5,406,113,27.8,1800,70,41,,,
2001,"Any Weapon","5",6,1264,662,52,7703,427,235,56,23,96
2001,"Archery","5",6,153,10,6,618,7,3,83,50,100
2001,"All Weapons Combined","5",6,1264,639,50.6,7703,421,217,,,
2001,"Any Weapon","6",7,1673,889,53,9559,554,335,56,27,87
2001,"Archery","6",7,215,24,11,1136,7,17,40,0,82
2001,"All Weapons Combined","6",7,1673,865,51.7,9559,547,315,,,
2001,"Any Weapon","7",8,507,93,18,2371,54,39,52,25,38
2001,"Archery","7",8,118,6,5,504,3,3,67,33,40
2001,"Muzzleloader","7",8,142,25,18,465,22,3,70,45,57
2001,"All Weapons Combined","7",8,507,83,16.4,2371,51,32,,,
2001,"Any Weapon","8",9,1829,917,50,10372,666,251,58,22,94
2001,"Archery","8",9,124,6,4,605,3,3,33,33,100
2001,"All Weapons Combined","8",9,1829,890,48.7,10372,652,236,,,
2001,"Any Weapon","8A",10,3640,1927,53,22572,1299,628,61,23,96
2001,"Archery","8A",10,261,17,6,1196,10,7,67,33,87
2001,"Muzzleloader","8A",10,252,83,33,656,8,75,20,0,97
2001,"All Weapons Combined","8A",10,3640,1898,52.1,22572,1291,604,,,
2001,"Any Weapon","9",11,89,15,17,426,10,5,33,0,21
2001,"Archery","9",11,27,3,12,123,2,1,100,50,33
2001,"All Weapons Combined","9",11,89,12,13.5,426,10,2,,,
2001,"Any Weapon","10",13,559,165,30,3280,113,52,58,24,81
2001,"Archery","10",13,33,2,7,231,0,2,0,0,50
2001,"All Weapons Combined","10",13,559,152,27.2,3280,110,41,,,
2001,"Any Weapon","10A",14,4314,2438,57,26763,1640,798,62,21,94
2001,"Archery","10A",14,315,20,6,2179,11,9,56,0,94
2001,"Muzzleloader","10A",14,420,167,40,1616,20,147,57,21,96
2001,"All Weapons Combined","10A",14,4314,2353,54.5,26763,1607,740,,,
2001,"Any Weapon","11",15,1179,548,47,5302,420,128,65,31,98
2001,"All Weapons Combined","11",15,1179,537,45.5,5302,417,119,,,
2001,"Any Weapon","11A",16,1763,1252,71,8588,870,382,64,23,97
2001,"Archery","11A",16,106,21,20,396,19,2,76,41,89
2001,"All Weapons Combined","11A",16,1763,1222,69.3,8588,857,361,,,
2001,"Any Weapon","12",17,225,99,44,1223,75,24,49,15,70
2001,"Archery","12",17,23,3,14,99,2,1,50,0,0
2001,"All Weapons Combined","12",17,225,94,41.8,1223,74,21,,,
2001,"Any Weapon","13",18,261,177,68,1142,141,36,56,17,86
2001,"Archery","13",18,2,1,48,7,0,1,0,0,0
2001,"All Weapons Combined","13",18,261,171,65.5,1142,139,32,,,
2001,"Any Weapon","14",19,967,399,41,4016,306,93,60,20,93
2001,"Archery","14",19,37,0,0,84,0,0,0,0,0
2001,"All Weapons Combined","14",19,967,386,39.9,4016,305,81,,,
2001,"Any Weapon","15",20,1866,927,50,9803,635,292,53,15,92
2001,"Archery","15",20,300,74,25,1693,59,15,65,22,90
2001,"All Weapons Combined","15",20,1866,906,48.6,9803,624,278,,,
2001,"Any Weapon","16",21,1001,627,63,4346,427,200,56,13,96
2001,"Muzzleloader","16",21,254,95,37,722,82,13,61,18,97
2001,"All Weapons Combined","16",21,1001,607,60.6,4346,417,186,,,
2001,"Any Weapon","16A",22,119,39,32,740,25,14,74,39,80
2001,"All Weapons Combined","16A",22,119,37,31.1,740,23,13,,,
2001,"Any Weapon","17",23,330,139,42,2344,121,18,58,25,52
2001,"All Weapons Combined","17",23,330,135,40.9,2344,118,17,,,
2001,"Any Weapon","18",24,456,273,60,1790,206,67,49,14,97
2001,"All Weapons Combined","18",24,456,266,58.3,1790,202,62,,,
2001,"Any Weapon","19",25,210,77,37,1326,59,18,47,6,19
2001,"All Weapons Combined","19",25,210,73,34.8,1326,58,15,,,
2001,"Any Weapon","19A",26,276,75,27,1534,66,9,33,12,15
2001,"Archery","19A",26,34,1,3,277,1,0,100,0,0
2001,"Any Weapon","20",27,145,47,33,895,36,11,64,15,40
2001,"All Weapons Combined","20",27,145,47,32.4,895,36,10,,,
2001,"Any Weapon","20A",28,147,41,28,833,36,5,45,12,16
2001,"Any Weapon","21",29,407,164,40,1984,162,2,26,6,2
2001,"Archery","21",29,37,2,6,193,2,0,0,0,0
2001,"Any Weapon","21A",30,357,176,49,1678,173,3,26,7,3
2001,"Archery","21A",30,24,3,14,109,3,0,0,0,0
2001,"Any Weapon","22",31,1698,754,44,6117,622,132,17,1,3
2001,"Archery","22",31,334,86,26,1921,43,43,24,3,6
2001,"Any Weapon","23",32,1267,522,41,6527,449,73,34,7,24
2001,"Archery","23",32,272,67,25,1802,34,33,26,3,13
2001,"Any Weapon","24",33,1510,414,27,6963,324,90,18,5,8
2001,"Archery","24",33,396,89,23,2330,36,53,3,0,5
2001,"Any Weapon","25",34,589,95,16,2699,77,18,30,9,0
2001,"Archery","25",34,165,28,17,966,6,22,0,0,4
2001,"Any Weapon","26",35,160,47,30,953,44,3,48,13,5
2001,"Any Weapon","27",36,427,135,32,2436,129,6,50,7,0
