"Year","TakeMethod","Unit","UnitID","Hunters","Harvest","Success","Days","Antlered","Antlerless","%4+Pts","%5+Pts","%Whitetail"
2000,"Any Weapon","1",1,,2105,,,1407,698,31,11,88
2000,"Archery","1",1,,39,,,26,13,31,11,88
2000,"Muzzleloader","1",1,,11,,,7,4,31,11,88
2000,"All Weapons Combined","1",1,,1926,,,1393,672,,,
2000,"All Weapons Combined","1",1,,2209,,,,,,,
2000,"Any Weapon","2",2,,837,,,523,314,30,11,95
2000,"Archery","2",2,,30,,,19,11,30,11,95
2000,"Muzzleloader","2",2,,1,,,1,0,30,11,95
2000,"All Weapons Combined","2",2,,885,,,,,,,
2000,"All Weapons Combined","2",2,,842,,,530,320,,,
2000,"Any Weapon","3",3,,993,,,661,332,35,15,91
2000,"Archery","3",3,,34,,,23,11,35,15,91
2000,"Muzzleloader","3",3,,5,,,3,2,35,15,91
2000,"All Weapons Combined","3",3,,963,,,660,322,,,
2000,"All Weapons Combined","3",3,,1063,,,,,,,
2000,"Any Weapon","4",4,,352,,,190,162,24,9,70
2000,"Archery","4",4,,33,,,18,15,24,9,70
2000,"Muzzleloader","4",4,,86,,,46,40,24,9,70
2000,"All Weapons Combined","4",4,,493,,,,,,,
2000,"All Weapons Combined","4",4,,344,,,254,203,,,
2000,"Any Weapon","4A",5,,106,,,76,30,29,7,81
2000,"Archery","4A",5,,2,,,1,1,29,7,81
2000,"Muzzleloader","4A",5,,2,,,1,1,29,7,81
2000,"All Weapons Combined","4A",5,,92,,,74,32,,,
2000,"All Weapons Combined","4A",5,,115,,,,,,,
2000,"Any Weapon","5",6,,618,,,425,193,39,14,93
2000,"Archery","5",6,,9,,,6,3,39,14,93
2000,"Muzzleloader","5",6,,2,,,1,1,39,14,93
2000,"All Weapons Combined","5",6,,645,,,,,,,
2000,"All Weapons Combined","5",6,,599,,,424,179,,,
2000,"Any Weapon","6",7,,657,,,426,231,36,13,88
2000,"Archery","6",7,,15,,,10,5,36,13,88
2000,"Muzzleloader","6",7,,1,,,1,0,36,13,88
2000,"All Weapons Combined","6",7,,611,,,428,220,,,
2000,"All Weapons Combined","6",7,,700,,,,,,,
2000,"Any Weapon","7",8,,58,,,38,20,37,12,46
2000,"Archery","7",8,,5,,,3,2,37,12,46
2000,"Muzzleloader","7",8,,14,,,9,5,37,12,46
2000,"All Weapons Combined","7",8,,80,,,,,,,
2000,"All Weapons Combined","7",8,,37,,,49,26,,,
2000,"Any Weapon","8",9,,794,,,565,229,38,12,89
2000,"Archery","8",9,,8,,,6,2,38,12,89
2000,"Muzzleloader","8",9,,2,,,1,1,38,12,89
2000,"All Weapons Combined","8",9,,718,,,548,213,,,
2000,"Any Weapon","8A",10,,1563,,,1017,546,37,13,93
2000,"Archery","8A",10,,11,,,7,4,37,13,93
2000,"Muzzleloader","8A",10,,50,,,33,17,37,13,93
2000,"All Weapons Combined","8A",10,,1540,,,1037,537,,,
2000,"Any Weapon","9",11,,11,,,6,5,20,0,40
2000,"Archery","9",11,,1,,,1,0,20,0,40
2000,"Muzzleloader","9",11,,0,,,0,0,20,0,40
2000,"All Weapons Combined","9",11,,4,,,7,4,,,
2000,"All Weapons Combined","9",11,,12,,,,,,,
2000,"Any Weapon","10",13,,109,,,76,33,37,8,77
2000,"Archery","10",13,,0,,,0,0,37,8,77
2000,"Muzzleloader","10",13,,0,,,0,0,37,8,77
2000,"All Weapons Combined","10",13,,82,,,70,29,,,
2000,"Any Weapon","10A",14,,2379,,,1690,689,40,12,93
2000,"Archery","10A",14,,30,,,21,9,40,12,93
2000,"Muzzleloader","10A",14,,105,,,75,30,40,12,93
2000,"All Weapons Combined","10A",14,,2391,,,1759,698,,,
2000,"Any Weapon","11",15,,515,,,405,110,49,19,96
2000,"Archery","11",15,,0,,,0,0,49,19,96
2000,"Muzzleloader","11",15,,2,,,2,0,49,19,96
2000,"All Weapons Combined","11",15,,509,,,408,111,,,
2000,"Any Weapon","11A",16,,1138,,,866,272,47,15,97
2000,"Archery","11A",16,,17,,,13,4,47,15,97
2000,"Muzzleloader","11A",16,,1,,,1,0,47,15,97
2000,"All Weapons Combined","11A",16,,1150,,,880,272,,,
2000,"Any Weapon","12",17,,78,,,62,16,35,13,68
2000,"Archery","12",17,,2,,,2,0,35,13,68
2000,"Muzzleloader","12",17,,0,,,0,0,35,13,68
2000,"All Weapons Combined","12",17,,56,,,63,12,,,
2000,"Any Weapon","13",18,,170,,,123,47,40,12,90
2000,"Archery","13",18,,0,,,0,0,40,12,90
2000,"Muzzleloader","13",18,,0,,,0,0,40,12,90
2000,"All Weapons Combined","13",18,,153,,,115,41,,,
2000,"Any Weapon","14",19,,398,,,323,75,43,12,97
2000,"Archery","14",19,,0,,,0,0,43,12,97
2000,"Muzzleloader","14",19,,0,,,0,0,43,12,97
2000,"All Weapons Combined","14",19,,389,,,319,72,,,
2000,"Any Weapon","15",20,,935,,,638,297,33,8,92
2000,"Archery","15",20,,60,,,41,19,33,8,92
2000,"Muzzleloader","15",20,,4,,,3,1,33,8,92
2000,"All Weapons Combined","15",20,,935,,,674,306,,,
2000,"Any Weapon","16",21,,511,,,367,144,37,9,95
2000,"Archery","16",21,,1,,,1,0,37,9,95
2000,"Muzzleloader","16",21,,47,,,34,13,37,9,95
2000,"All Weapons Combined","16",21,,530,,,390,141,,,
2000,"Any Weapon","16A",22,,52,,,32,20,33,11,82
2000,"Archery","16A",22,,1,,,1,0,33,11,82
2000,"Muzzleloader","16A",22,,0,,,0,0,33,11,82
2000,"All Weapons Combined","16A",22,,44,,,32,20,,,
2000,"Any Weapon","17",23,,118,,,105,13,51,22,48
2000,"Archery","17",23,,0,,,0,0,51,22,48
2000,"Muzzleloader","17",23,,1,,,1,0,51,22,48
2000,"All Weapons Combined","17",23,,57,,,98,10,,,
2000,"Any Weapon","18",24,,245,,,208,37,39,11,96
2000,"Archery","18",24,,0,,,0,0,39,11,96
2000,"Muzzleloader","18",24,,2,,,2,0,39,11,96
2000,"All Weapons Combined","18",24,,242,,,209,34,,,
2000,"Any Weapon","19",25,,87,,,74,13,47,11,20
2000,"Archery","19",25,,0,,,0,0,47,11,20
2000,"Muzzleloader","19",25,,0,,,0,0,47,11,20
2000,"All Weapons Combined","19",25,,18,,,72,12,,,
2000,"Any Weapon","19A",26,,71,,,67,4,30,12,14
2000,"Archery","19A",26,,2,,,2,0,30,12,14
2000,"Muzzleloader","19A",26,,0,,,0,0,30,12,14
2000,"Any Weapon","20",27,,51,,,36,15,30,5,52
2000,"Archery","20",27,,0,,,0,0,30,5,52
2000,"Muzzleloader","20",27,,0,,,0,0,30,5,52
2000,"All Weapons Combined","20",27,,28,,,35,11,,,
2000,"Any Weapon","20A",28,,35,,,32,3,50,13,9
2000,"Archery","20A",28,,0,,,0,0,50,13,9
2000,"Muzzleloader","20A",28,,0,,,0,0,50,13,9
2000,"Any Weapon","21",29,,167,,,167,0,27,3,3
2000,"Archery","21",29,,1,,,1,0,27,3,3
2000,"Muzzleloader","21",29,,0,,,0,0,27,3,3
2000,"Any Weapon","21A",30,,233,,,230,3,35,7,2
2000,"Archery","21A",30,,1,,,1,0,35,7,2
2000,"Muzzleloader","21A",30,,0,,,0,0,35,7,2
2000,"Any Weapon","22",31,,515,,,479,36,16,2,3
2000,"Archery","22",31,,52,,,48,4,16,2,3
2000,"Muzzleloader","22",31,,0,,,0,0,16,2,3
2000,"Any Weapon","23",32,,452,,,424,28,30,6,20
2000,"Archery","23",32,,45,,,42,3,30,6,20
2000,"Muzzleloader","23",32,,1,,,1,0,30,6,20
2000,"Any Weapon","24",33,,266,,,217,49,19,4,12
2000,"Archery","24",33,,89,,,72,17,19,4,12
2000,"Muzzleloader","24",33,,5,,,4,1,19,4,12
2000,"Any Weapon","25",34,,56,,,40,16,18,3,3
2000,"Archery","25",34,,27,,,19,8,18,3,3
2000,"Muzzleloader","25",34,,2,,,1,1,18,3,3
2000,"Any Weapon","26",35,,30,,,29,1,54,27,4
2000,"Archery","26",35,,0,,,0,0,54,27,4
2000,"Muzzleloader","26",35,,0,,,0,0,54,27,4
2000,"Any Weapon","27",36,,93,,,86,7,40,7,1
2000,"Archery","27",36,,0,,,0,0,40,7,1
2000,"Muzzleloader","27",36,,0,,,0,0,40,7,1
2000,"Any Weapon","28",37,,259,,,254,5,19,3,5
2000,"Archery","28",37,,11,,,11,0,19,3,5
2000,"Muzzleloader","28",37,,0,,,0,0,19,3,5
2000,"Any Weapon","29",38,,191,,,189,2,26,3,9
2000,"Archery","29",38,,9,,,9,0,26,3,9
