"Year","TakeMethod","Unit","UnitID","Hunters","Harvest","Success","Days","Antlered","Antlerless","%4+Pts","%5+Pts","%Whitetail"
2002,"Any Weapon","1",1,6729,2054,31,45231,1438,616,52,21,90
2002,"Archery","1",1,558,61,11,3869,39,22,69,26,92
2002,"Muzzleloader","1",1,0,0,0,0,0,0,0,0,0
2002,"All Weapons Combined","1",1,6729,2007,29.8,45231,1408,596,,,
2002,"Any Weapon","2",2,2792,728,26,17324,516,212,55,26,97
2002,"Archery","2",2,226,23,10,1667,14,9,54,46,91
2002,"Muzzleloader","2",2,0,0,0,0,0,0,0,0,0
2002,"All Weapons Combined","2",2,2792,710,25.4,17324,504,206,,,
2002,"Any Weapon","3",3,4032,915,23,21866,639,276,55,24,95
2002,"Archery","3",3,418,36,9,2714,21,15,63,11,94
2002,"Muzzleloader","3",3,0,0,0,0,0,0,0,0,0
2002,"All Weapons Combined","3",3,4032,893,22.1,21866,622,269,,,
2002,"Any Weapon","4",4,3944,322,8,22359,184,138,44,15,71
2002,"Archery","4",4,647,15,2,4540,10,5,44,11,60
2002,"Muzzleloader","4",4,815,92,11,10493,76,16,72,31,76
2002,"All Weapons Combined","4",4,3944,314,8,22359,178,136,,,
2002,"Any Weapon","4A",5,501,84,17,2605,58,26,52,23,80
2002,"Archery","4A",5,46,4,9,380,4,0,100,75,100
2002,"Muzzleloader","4A",5,0,0,0,0,0,0,0,0,0
2002,"All Weapons Combined","4A",5,501,81,16.2,2605,56,24,,,
2002,"Any Weapon","5",6,1676,523,31,9789,383,140,59,22,97
2002,"Archery","5",6,141,16,11,775,12,4,55,18,94
2002,"Muzzleloader","5",6,0,0,0,0,0,0,0,0,0
2002,"All Weapons Combined","5",6,1676,517,30.8,9789,379,136,,,
2002,"Any Weapon","6",7,2186,589,27,12951,417,172,56,17,87
2002,"Archery","6",7,231,14,6,1644,8,6,71,29,79
2002,"Muzzleloader","6",7,0,0,0,0,0,0,0,0,0
2002,"All Weapons Combined","6",7,2186,581,26.6,12951,410,170,,,
2002,"Any Weapon","7",8,612,75,12,3423,52,23,41,14,44
2002,"Archery","7",8,124,4,3,1006,1,3,100,100,0
